"TechnologyArea","Name","IPAddress","MACAddress","Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","Status","Comments","Finding Details","Severity Override","Severity Override Justification","CCI","Fully Qualified Domain Name","NIST SP 800-53 Revision 4 References","Legacy",
"","","","","V-220775","medium","SRG-OS-000327-GPOS-00127","SV-220775r569187_rule","WN10-AU-000140","The system must be configured to audit System - Security State Change successes.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Security State Change records events related to changes in the security state, such as startup and shutdown of the system.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit Security State Change"" with ""Success"" selected.","","","false","","","","","","","oval:mil.disa.fso.windows:def:3965","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000172
The information system generates audit records for the events defined in AU-2 d with the content defined in AU-3.
NIST SP 800-53 :: AU-12 c
NIST SP 800-53A :: AU-12.1 (iv)
NIST SP 800-53 Revision 4 :: AU-12 c

CCI-002234
The information system audits the execution of privileged functions.
NIST SP 800-53 Revision 4 :: AC-6 (9)

","","AC-6 (9);AU-12 c","V-63507; SV-77997",
"","","","","V-220776","medium","SRG-OS-000327-GPOS-00127","SV-220776r569187_rule","WN10-AU-000150","The system must be configured to audit System - Security System Extension successes.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Security System Extension records events related to extension code being loaded by the security subsystem.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit Security System Extension"" with ""Success"" selected.","","","false","","","","","","","oval:mil.disa.fso.windows:def:3967","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002234
The information system audits the execution of privileged functions.
NIST SP 800-53 Revision 4 :: AC-6 (9)

CCI-000172
The information system generates audit records for the events defined in AU-2 d with the content defined in AU-3.
NIST SP 800-53 :: AU-12 c
NIST SP 800-53A :: AU-12.1 (iv)
NIST SP 800-53 Revision 4 :: AU-12 c

","","AC-6 (9);AU-12 c","V-63513; SV-78003",
"","","","","V-220777","medium","SRG-OS-000327-GPOS-00127","SV-220777r569187_rule","WN10-AU-000155","The system must be configured to audit System - System Integrity failures.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

System Integrity records events related to violations of integrity to the security subsystem.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit System Integrity"" with ""Failure"" selected.","","","false","","","","","","","oval:mil.disa.fso.windows:def:3968","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000172
The information system generates audit records for the events defined in AU-2 d with the content defined in AU-3.
NIST SP 800-53 :: AU-12 c
NIST SP 800-53A :: AU-12.1 (iv)
NIST SP 800-53 Revision 4 :: AU-12 c

CCI-002234
The information system audits the execution of privileged functions.
NIST SP 800-53 Revision 4 :: AC-6 (9)

","","AC-6 (9);AU-12 c","V-63515; SV-78005",
"","","","","V-220778","medium","SRG-OS-000327-GPOS-00127","SV-220778r569187_rule","WN10-AU-000160","The system must be configured to audit System - System Integrity successes.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

System Integrity records events related to violations of integrity to the security subsystem.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> ""Audit System Integrity"" with ""Success"" selected.","","","false","","","","","","","oval:mil.disa.fso.windows:def:3969","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-002234
The information system audits the execution of privileged functions.
NIST SP 800-53 Revision 4 :: AC-6 (9)

CCI-000172
The information system generates audit records for the events defined in AU-2 d with the content defined in AU-3.
NIST SP 800-53 :: AU-12 c
NIST SP 800-53A :: AU-12.1 (iv)
NIST SP 800-53 Revision 4 :: AU-12 c

","","AC-6 (9);AU-12 c","V-63517; SV-78007",
"","","","","V-220779","medium","SRG-OS-000341-GPOS-00132","SV-220779r569187_rule","WN10-AU-000500","The Application event log size must be configured to 32768 KB or greater.","Inadequate log size will cause the log to fill up quickly.  This may prevent audit events from being recorded properly and require frequent attention by administrative personnel.","","","If the system is configured to send audit records directly to an audit server, this is NA.  This must be documented with the ISSO.

Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> Application >> ""Specify the maximum log file size (KB)"" to ""Enabled"" with a ""Maximum Log Size (KB)"" of ""32768"" or greater.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4054","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001849
The organization allocates audit record storage capacity in accordance with organization-defined audit record storage requirements.
NIST SP 800-53 Revision 4 :: AU-4

","","AU-4","V-63519; SV-78009",
"","","","","V-220780","medium","SRG-OS-000341-GPOS-00132","SV-220780r569187_rule","WN10-AU-000505","The Security event log size must be configured to 1024000 KB or greater.","Inadequate log size will cause the log to fill up quickly.  This may prevent audit events from being recorded properly and require frequent attention by administrative personnel.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> Security >> ""Specify the maximum log file size (KB)"" to ""Enabled"" with a ""Maximum Log Size (KB)"" of ""1024000"" or greater.

If the system is configured to send audit records directly to an audit server, documented with the ISSO.","","","false","","","","","","","oval:mil.disa.stig.windows:def:4199","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001849
The organization allocates audit record storage capacity in accordance with organization-defined audit record storage requirements.
NIST SP 800-53 Revision 4 :: AU-4

","","AU-4","V-63523; SV-78013",
"","","","","V-220781","medium","SRG-OS-000341-GPOS-00132","SV-220781r569187_rule","WN10-AU-000510","The System event log size must be configured to 32768 KB or greater.","Inadequate log size will cause the log to fill up quickly.  This may prevent audit events from being recorded properly and require frequent attention by administrative personnel.","","","If the system is configured to send audit records directly to an audit server, this is NA.  This must be documented with the ISSO.

Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> System >> ""Specify the maximum log file size (KB)"" to ""Enabled"" with a ""Maximum Log Size (KB)"" of ""32768"" or greater.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4057","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001849
The organization allocates audit record storage capacity in accordance with organization-defined audit record storage requirements.
NIST SP 800-53 Revision 4 :: AU-4

","","AU-4","V-63527; SV-78017",
"","","","","V-220782","medium","SRG-OS-000057-GPOS-00027","SV-220782r569187_rule","WN10-AU-000515","Windows 10 permissions for the Application event log must prevent access by non-privileged accounts.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  The Application event log may be  susceptible to tampering if proper permissions are not applied.","","","Ensure the permissions on the Application event log (Application.evtx) are configured to prevent standard user accounts or groups from having access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:51","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000163
The information system protects audit information from unauthorized modification.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000164
The information system protects audit information from unauthorized deletion.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000162
The information system protects audit information from unauthorized access.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

","","AU-9","V-63533; SV-78023",
"","","","","V-220783","medium","SRG-OS-000057-GPOS-00027","SV-220783r569187_rule","WN10-AU-000520","Windows 10 permissions for the Security event log must prevent access by non-privileged accounts.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  The Security event log may disclose sensitive information or be  susceptible to tampering if proper permissions are not applied.","","","Ensure the permissions on the Security event log (Security.evtx) are configured to prevent standard user accounts or groups from having access.  The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:52","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000162
The information system protects audit information from unauthorized access.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000164
The information system protects audit information from unauthorized deletion.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000163
The information system protects audit information from unauthorized modification.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

","","AU-9","V-63537; SV-78027",
"","","","","V-220784","medium","SRG-OS-000057-GPOS-00027","SV-220784r569187_rule","WN10-AU-000525","Windows 10 permissions for the System event log must prevent access by non-privileged accounts.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks.  Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.  The System event log may be  susceptible to tampering if proper permissions are not applied.","","","Ensure the permissions on the System event log (System.evtx) are configured to prevent standard user accounts or groups from having access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the ""%SystemRoot%\SYSTEM32\WINEVT\LOGS"" directory.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as ""NT Service\Eventlog"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:53","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000164
The information system protects audit information from unauthorized deletion.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000162
The information system protects audit information from unauthorized access.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

CCI-000163
The information system protects audit information from unauthorized modification.
NIST SP 800-53 :: AU-9
NIST SP 800-53A :: AU-9.1
NIST SP 800-53 Revision 4 :: AU-9

","","AU-9","V-63541; SV-78031",
"","","","","V-220785","medium","SRG-OS-000037-GPOS-00015","SV-220785r569187_rule","WN10-AU-000550","Windows 10 must be configured to audit Other Policy Change Events Successes.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Other Policy Change Events contains events about EFS Data Recovery Agent policy changes, changes in Windows Filtering Platform filter, status on Security policy settings updates for local Group Policy settings, Central Access Policy changes, and detailed troubleshooting events for Cryptographic Next Generation (CNG) operations.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change>> ""Audit Other Policy Change Events"" with ""Success"" selected.","","","false","","","","","","","oval:mil.disa.stig.windows:def:4209","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000130
The information system generates audit records containing information that establishes what type of event occurred.
NIST SP 800-53 :: AU-3
NIST SP 800-53A :: AU-3.1
NIST SP 800-53 Revision 4 :: AU-3

","","AU-3","V-99551; SV-108655",
"","","","","V-220786","medium","SRG-OS-000037-GPOS-00015","SV-220786r569187_rule","WN10-AU-000555","Windows 10 must be configured to audit Other Policy Change Events Failures.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Other Policy Change Events contains events about EFS Data Recovery Agent policy changes, changes in Windows Filtering Platform filter, status on Security policy settings updates for local Group Policy settings, Central Access Policy changes, and detailed troubleshooting events for Cryptographic Next Generation (CNG) operations.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change>> ""Audit Other Policy Change Events"" with ""Failure"" selected.","","","false","","","","","","","oval:mil.disa.stig.windows:def:4210","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000130
The information system generates audit records containing information that establishes what type of event occurred.
NIST SP 800-53 :: AU-3
NIST SP 800-53A :: AU-3.1
NIST SP 800-53 Revision 4 :: AU-3

","","AU-3","V-99553; SV-108657",
"","","","","V-220787","medium","SRG-OS-000037-GPOS-00015","SV-220787r569187_rule","WN10-AU-000560","Windows 10 must be configured to audit other Logon/Logoff Events Successes.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Other Logon/Logoff Events determines whether Windows generates audit events for other logon or logoff events. Logon events are essential to understanding user activity and detecting potential attacks.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> ""Audit Other Logon/Logoff Events"" with ""Success"" selected.","","","false","","","","","","","oval:mil.disa.stig.windows:def:4204","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000130
The information system generates audit records containing information that establishes what type of event occurred.
NIST SP 800-53 :: AU-3
NIST SP 800-53A :: AU-3.1
NIST SP 800-53 Revision 4 :: AU-3

","","AU-3","V-99543; SV-108647",
"","","","","V-220788","medium","SRG-OS-000037-GPOS-00015","SV-220788r569187_rule","WN10-AU-000565","Windows 10 must be configured to audit other Logon/Logoff Events Failures.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Other Logon/Logoff Events determines whether Windows generates audit events for other logon or logoff events. Logon events are essential to understanding user activity and detecting potential attacks.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> ""Audit Other Logon/Logoff Events"" with ""Failure"" selected.","","","false","","","","","","","oval:mil.disa.stig.windows:def:4205","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000130
The information system generates audit records containing information that establishes what type of event occurred.
NIST SP 800-53 :: AU-3
NIST SP 800-53A :: AU-3.1
NIST SP 800-53 Revision 4 :: AU-3

","","AU-3","V-99541; SV-108645",
"","","","","V-220789","medium","SRG-OS-000037-GPOS-00015","SV-220789r569187_rule","WN10-AU-000570","Windows 10 must be configured to audit Detailed File Share Failures.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit Detailed File Share allows you to audit attempts to access files and folders on a shared folder.
The Detailed File Share setting logs an event every time a file or folder is accessed, whereas the File Share setting only records one event for any connection established between a client and file share. Detailed File Share audit events include detailed information about the permissions or other criteria used to grant or deny access.","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> “Detailed File Share"" with ""Failure"" selected.","","","false","","","","","","","oval:mil.disa.stig.windows:def:4206","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000130
The information system generates audit records containing information that establishes what type of event occurred.
NIST SP 800-53 :: AU-3
NIST SP 800-53A :: AU-3.1
NIST SP 800-53 Revision 4 :: AU-3

","","AU-3","V-99545; SV-108649",
"","","","","V-220790","medium","SRG-OS-000037-GPOS-00015","SV-220790r569187_rule","WN10-AU-000575","Windows 10 must be configured to audit MPSSVC Rule-Level Policy Change Successes.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit MPSSVC Rule-Level Policy Change determines whether the operating system generates audit events when changes are made to policy rules for the Microsoft Protection Service (MPSSVC.exe). ","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change >> “Audit MPSSVC Rule-Level Policy Change"" with ""Success"" selected.","","","false","","","","","","","oval:mil.disa.stig.windows:def:4207","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000130
The information system generates audit records containing information that establishes what type of event occurred.
NIST SP 800-53 :: AU-3
NIST SP 800-53A :: AU-3.1
NIST SP 800-53 Revision 4 :: AU-3

","","AU-3","V-99547; SV-108651",
"","","","","V-220791","medium","SRG-OS-000037-GPOS-00015","SV-220791r569187_rule","WN10-AU-000580","Windows 10 must be configured to audit MPSSVC Rule-Level Policy Change Failures.","Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Audit MPSSVC Rule-Level Policy Change determines whether the operating system generates audit events when changes are made to policy rules for the Microsoft Protection Service (MPSSVC.exe). ","","","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change >> “Audit MPSSVC Rule-Level Policy Change"" with ""Failure"" selected.","","","false","","","","","","","oval:mil.disa.stig.windows:def:4208","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000130
The information system generates audit records containing information that establishes what type of event occurred.
NIST SP 800-53 :: AU-3
NIST SP 800-53A :: AU-3.1
NIST SP 800-53 Revision 4 :: AU-3

","","AU-3","V-99549; SV-108653",
"","","","","V-220794","medium","SRG-OS-000095-GPOS-00049","SV-220794r569187_rule","WN10-CC-000010","The display of slide shows on the lock screen must be disabled.","Slide shows that are displayed on the lock screen could display sensitive information to unauthorized personnel.  Turning off this feature will limit access to the information to a logged on user.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> Control Panel >> Personalization >> ""Prevent enabling lock screen slide show"" to ""Enabled"".","","","false","","","","","","","oval:mil.disa.stig.windows:def:69","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Not Applicable","","?????","","","CCI-000381
The organization configures the information system to provide only essential capabilities.
NIST SP 800-53 :: CM-7
NIST SP 800-53A :: CM-7.1 (ii)
NIST SP 800-53 Revision 4 :: CM-7 a

","","CM-7 a","V-63549; SV-78039",
"","","","","V-220795","medium","SRG-OS-000480-GPOS-00227","SV-220795r569187_rule","WN10-CC-000020","IPv6 source routing must be configured to highest protection.","Configuring the system to disable IPv6 source routing protects against spoofing.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> MSS (Legacy) >> ""MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)"" to ""Highest protection, source routing is completely disabled"".

This policy setting requires the installation of the MSS-Legacy custom templates included with the STIG package.  ""MSS-Legacy.admx"" and "" MSS-Legacy.adml"" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories respectively.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4176","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63555; SV-78045",
"","","","","V-220796","medium","SRG-OS-000480-GPOS-00227","SV-220796r569187_rule","WN10-CC-000025","The system must be configured to prevent IP source routing.","Configuring the system to disable IP source routing protects against spoofing.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> MSS (Legacy) >> ""MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)"" to ""Highest protection, source routing is completely disabled"".

This policy setting requires the installation of the MSS-Legacy custom templates included with the STIG package.  ""MSS-Legacy.admx"" and "" MSS-Legacy.adml"" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories respectively.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4177","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63559; SV-78049",
"","","","","V-220797","low","SRG-OS-000480-GPOS-00227","SV-220797r569187_rule","WN10-CC-000030","The system must be configured to prevent Internet Control Message Protocol (ICMP) redirects from overriding Open Shortest Path First (OSPF) generated routes.","Allowing ICMP redirect of routes can lead to traffic not being routed properly.   When disabled, this forces ICMP to be routed via shortest path first.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> MSS (Legacy) >> ""MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes"" to ""Disabled"".

This policy setting requires the installation of the MSS-Legacy custom templates included with the STIG package.  ""MSS-Legacy.admx"" and "" MSS-Legacy.adml"" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories respectively.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4178","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

","","CM-6 b","V-63563; SV-78053",
"","","","","V-220798","low","SRG-OS-000420-GPOS-00186","SV-220798r569187_rule","WN10-CC-000035","The system must be configured to ignore NetBIOS name release requests except from WINS servers.","Configuring the system to ignore name release requests, except from WINS servers, prevents a denial of service (DoS) attack. The DoS consists of sending a NetBIOS name release request to the server for each entry in the server's cache, causing a response delay in the normal operation of the servers WINS resolution capability.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> MSS (Legacy) >> ""MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers"" to ""Enabled"".

This policy setting requires the installation of the MSS-Legacy custom templates included with the STIG package.  ""MSS-Legacy.admx"" and "" MSS-Legacy.adml"" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories respectively.","","","false","","","","","","","oval:mil.disa.fso.windows:def:4182","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","Kanskje tull med navngiving? ","","","","CCI-002385
The information system protects against or limits the effects of organization-defined types of denial of service attacks by employing organization-defined security safeguards.
NIST SP 800-53 Revision 4 :: SC-5

","","SC-5","V-63567; SV-78057",
"","","","","V-220799","medium","SRG-OS-000134-GPOS-00068","SV-220799r569187_rule","WN10-CC-000037","Local administrator accounts must have their privileged token filtered to prevent elevated privileges from being used over the network on domain systems.","A compromised local administrator account can provide means for an attacker to move laterally between domain systems.

With User Account Control enabled, filtering the privileged token for built-in administrator accounts will prevent the elevated privileges of these accounts from being used over the network.","","","Configure the policy value for Computer Configuration >> Administrative Templates >> MS Security Guide >> ""Apply UAC restrictions to local accounts on network logons"" to ""Enabled"".

This policy setting requires the installation of the SecGuide custom templates included with the STIG package.  ""SecGuide.admx"" and ""SecGuide.adml"" must be copied to the \Windows\PolicyDefinitions and \Windows\PolicyDefinitions\en-US directories respectively.","","","false","","","","","","","oval:mil.disa.stig.windows:def:17","Unclass","Windows 10 Security Technical Implementation Guide :: Version 2, Release: 1 Benchmark Date: 13 Nov 2020","Open","","","","","CCI-001084
The information system isolates security functions from nonsecurity functions.
NIST SP 800-53 :: SC-3
NIST SP 800-53A :: SC-3.1 (ii)
NIST SP 800-53 Revision 4 :: SC-3

","","SC-3","V-63597; SV-78087",
